Program,Fault
"#include <algorithm>
#include <vector>

int main() {
    std::vector<int> data = {5, 2, 8, 1, 9, 4};
    int target = 7;

    std::vector<int> result = data;
    std::sort(result.begin(), result.end());

    auto it = std::find(result.begin(), result.end(), target);

    if (it != result.end()) {
        std::cout << ""Target found at index: "" << std::distance(data.begin(), it) << std::endl;
    } else {
        std::cout << ""Target not found."" << std::endl;
    }

    return 0;
}","std::cout << ""Target found at index: "" << std::distance(data.begin(), it) << std::endl;"
"#include <array>
#include <numeric>

int main() {
    std::array<int, 5> data = {1, 2, 3, 4, 5};
    int sum = 0;
    for (size_t i = 0; i <= data.size(); ++i) { // Faulty loop condition
        sum += data[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= data.size()
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
  std::string text = ""Hello, World! This is a test."";
  std::string word_to_find = ""test"";

  size_t pos = text.find(word_to_find);

  if (pos != std::string::npos) {
    std::cout << ""Word found at position: "" << pos << std::endl;
  } else {
    std::cout << ""Word not found."" << std::endl;
  }

  // Subtle error:  Incorrectly modifying text after find, leading to unexpected results in subsequent uses of text.
  text[0] = 'J';

  pos = text.find(word_to_find);

  if (pos != std::string::npos) {
    std::cout << ""Word found at position (after modification): "" << pos << std::endl;
  } else {
    std::cout << ""Word not found (after modification)."" << std::endl;
  }

  return 0;
}",text[0] = 'J';
"#include <iostream>
#include <iomanip>

int main() {
    double price = 123.4567;
    std::cout << std::fixed << std::setprecision(2) << price << std::endl;
    double taxRate = 0.075;
    double taxAmount = price * taxRate;
    double totalCost = price + taxAmount;
    std::cout << ""Total cost: "" << std::fixed << std::setprecision(2) << totalCost << std::endl;
    return 0;
}","std::cout << ""Total cost: "" << std::fixed << std::setprecision(2) << totalCost << std::endl;"
"#include <random>
#include <chrono>
#include <iostream>

int main() {
    std::chrono::system_clock::time_point seed = std::chrono::system_clock::now();
    std::mt19937 generator(seed.time_since_epoch().count());
    std::uniform_int_distribution<int> distribution(1, 100);

    int sum = 0;
    for (int i = 0; i < 5; ++i) {
        int number = distribution(generator);
        sum += number;
    }

    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",int number = distribution(generator);
"#include <iostream>
#include <tuple>

int main() {
    std::tuple<int, double, std::string> data = std::make_tuple(10, 3.14, ""Hello"");
    int integer_value = std::get<0>(data);
    double double_value = std::get<1>(data);
    std::string string_value = std::get<2>(data);

    std::cout << ""Integer: "" << integer_value << std::endl;
    std::cout << ""Double: "" << double_value << std::endl;
    std::cout << ""String: "" << string_value << std::endl;

    // Incorrect use of std::get to access element
    int wrong_value = std::get<3>(data); // Attempting to access index 3, which does not exist.
    std::cout << ""Wrong Value: "" << wrong_value << std::endl;
    return 0;
}",int wrong_value = std::get<3>(data);
"#include <iostream>
#include <map>
#include <string>

int main() {
  std::map<std::string, int> ages;
  ages[""Alice""] = 30;
  ages[""Bob""] = 25;
  ages[""Charlie""] = 40;

  std::string name = ""David"";
  int age = ages[name]; // This accesses the default value (0) since David isn't in the map.
  std::cout << ""David's age is: "" << age << std::endl;

  return 0;
}",ages[name]
"#include <map>
#include <iostream>

int main() {
    std::map<int, std::string> myMap;
    myMap[1] = ""one"";
    myMap[2] = ""two"";
    myMap[3] = ""three"";

    for (auto it = myMap.begin(); it != myMap.end(); ++it) {
        std::cout << it->first << "": "" << it->second << std::endl;
    }

    // Faulty code: Attempting to access a key that might not exist
    auto it2 = myMap.find(4);
    if (it2 != myMap.end()) {
        std::cout << ""Key 4: "" << it2->second << std::endl;
    }
    else {
        std::cout << ""Key 4 not found."" << std::endl;
    }

    return 0;
}",auto it2 = myMap.find(4);
"#include <vector>
#include <numeric>

int main() {
  std::vector<int> numbers = {1, 2, 3, 4, 5};
  int sum = 0;
  for (int i = 0; i <= numbers.size(); ++i) {
    sum += numbers[i];
  }
  std::cout << ""Sum: "" << sum << std::endl;
  return 0;
}",i <= numbers.size()
"#include <vector>
#include <numeric>

int main() {
    std::vector<int> data = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= data.size(); ++i) {
        sum += data[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= data.size()
"#include <string>
#include <algorithm>

int main() {
  std::string text = ""Hello, World!"";
  std::string reversed_text = text;
  std::reverse(reversed_text.begin(), reversed_text.end());
  if (text == reversed_text)
    std::cout << ""Palindrome!"" << std::endl;
  else
    std::cout << ""Not a palindrome."" << std::endl;
  return 0;
}",if (text == reversed_text)
"#include <algorithm>
#include <vector>

int main() {
    std::vector<int> numbers = {5, 2, 8, 1, 9, 4};
    int target = 7;

    std::vector<int> result;
    std::copy_if(numbers.begin(), numbers.end(), std::back_inserter(result), [target](int n){ return n < target; });

    for (int num : result) {
        std::cout << num << "" "";
    }
    std::cout << std::endl;
    return 0;
}",return n < target;
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    double expected_area = 78.5398;

    if (abs(area - expected_area) > 0.001) {
        std::cout << ""Area is: "" << area << std::endl;
        std::cout << ""The calculated area is incorrect."" << std::endl;
    } else {
        std::cout << ""Area is: "" << area << std::endl;
        std::cout << ""The calculated area is correct."" << std::endl;
    }

    return 0;
}",double area = M_PI * radius * radius;
"#include <iostream>
#include <string>

int main() {
    std::string text = ""Hello, World!\n"";
    size_t pos = text.find(""W"", 5); // Starts search at index 5
    if (pos != std::string::npos) {
        std::cout << ""Found 'W' at position: "" << pos << std::endl;
    } else {
        std::cout << ""'W' not found after index 5."" << std::endl;
    }
    return 0;
}","text.find(""W"", 5)"
"#include <iostream>
#include <string>

int main() {
    std::string text = ""Hello, world!"";
    size_t pos = text.find(""world"", 7); // Start searching from index 7, but 'world' starts at index 7
    if (pos != std::string::npos) {
        std::cout << ""Substring found at position: "" << pos << std::endl;
    } else {
        std::cout << ""Substring not found."" << std::endl;
    }
    return 0;
}","text.find(""world"", 7)"
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    double expected_area = 78.5398;

    if (std::abs(area - expected_area) > 0.0001) {
        std::cout << ""Area calculation is incorrect."" << std::endl;
    } else {
        std::cout << ""Area calculation is correct."" << std::endl;
    }

    return 0;
}",double area = M_PI * radius * radius;
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    double expected_area = 78.5398;

    if (std::abs(area - expected_area) > 0.001) {
        std::cout << ""Area calculation is incorrect."" << std::endl;
    } else {
        std::cout << ""Area calculation is correct."" << std::endl;
    }

    return 0;
}",double area = M_PI * radius * radius;
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    double expected_area = 78.5398;

    if (area == expected_area) {
        std::cout << ""Area is correct."" << std::endl;
    } else {
        std::cout << ""Area is incorrect. Calculated: "" << area << std::endl;
    }

    return 0;
}",if (area == expected_area)
"#include <iostream>
#include <unordered_map>

int main() {
    std::unordered_map<std::string, int> counts;
    counts[""apple""] = 5;
    counts[""banana""] = 3;
    counts[""orange""] = 7;

    std::string fruit = ""grape"";
    int count = counts[fruit]; // Should initialize to 0 if not found, but doesn't.
    std::cout << ""Count of "" << fruit << "": "" << count << std::endl;

    return 0;
}",int count = counts[fruit];
"#include <vector>
#include <numeric>

int main() {
  std::vector<int> numbers = {1, 2, 3, 4, 5};
  int sum = 0;
  for (int i = 0; i <= numbers.size(); ++i) {
    sum += numbers[i];
  }
  std::cout << ""Sum: "" << sum << std::endl;
  return 0;
}",i <= numbers.size()
"#include <iostream>
#include <string>

int main() {
    std::string text = ""Hello, world!"";
    std::string upperText = text;

    for (char &c : upperText) {
        if (c >= 'a' && c <= 'z') {
            c = c - 32; // Incorrect offset for ASCII conversion
        }
    }

    std::cout << ""Original: "" << text << std::endl;
    std::cout << ""Uppercase (incorrect): "" << upperText << std::endl;
    return 0;
}",c = c - 32;
"#include <string>
#include <algorithm>

int main() {
    std::string text = ""Hello, World!"";
    std::string upperCaseText = text;
    std::transform(upperCaseText.begin(), upperCaseText.end(), upperCaseText.begin(), ::tolower);
    std::cout << upperCaseText << std::endl;
    return 0;
}",::tolower
"#include <iostream>
#include <algorithm>

int main() {
    int arr[] = {5, 2, 8, 1, 9, 4};
    int n = sizeof(arr) / sizeof(arr[0]);

    std::sort(arr, arr + n - 1); // Fault: Sorting up to n-1 instead of n.

    std::cout << ""Sorted array: "";
    for (int i = 0; i < n; ++i) {
        std::cout << arr[i] << "" "";
    }
    std::cout << std::endl;

    return 0;
}","std::sort(arr, arr + n - 1);"
"#include <algorithm>
#include <vector>

int main() {
    std::vector<int> nums = {5, 2, 8, 1, 9, 4};
    int target = 7;

    auto it = std::find(nums.begin(), nums.end(), target);
    if (it != nums.end()) {
        std::cout << ""Target found at index: "" << std::distance(nums.begin(), it) << std::endl;
    } else {
        std::cout << ""Target not found."" << std::endl;
    }

    // Incorrectly assuming target exists and accessing out of bounds
    std::cout << ""Value at the next index: "" << nums[std::distance(nums.begin(), it) + 1] << std::endl; 
    return 0;
}","std::cout << ""Value at the next index: "" << nums[std::distance(nums.begin(), it) + 1] << std::endl;"
"#include <iostream>
#include <iomanip>

int main() {
    double pi = 3.14159;
    double radius = 5.0;
    double area = pi * radius * radius;

    std::cout << ""Area of the circle: "" << std::fixed << std::setprecision(2) << area << std::endl;
    return 0;
}",double area = pi * radius * radius;
"#include <iostream>
#include <map>

int main() {
    std::map<std::string, int> scores; 
    scores[""Alice""] = 85;
    scores[""Bob""] = 92;
    scores[""Charlie""] = 78;

    std::string highestScorer = """";
    int highestScore = -1; 

    for (auto const& [name, score] : scores) {
        if (score > highestScore)
        {
           highestScore = score;
           highestScorer = name;
        }
    }

    std::cout << ""Highest scorer: "" << highestScorer << "" with score: "" << highestScore << std::endl;
    return 0;
}",if (score > highestScore)
"#include <iostream>
#include <numeric>
#include <vector>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",for (int i = 0; i <= numbers.size(); ++i)
"#include <map>
#include <iostream>

int main() {
    std::map<std::string, int> scores;
    scores[""Alice""] = 85;
    scores[""Bob""] = 92;
    scores[""Charlie""] = 78;

    std::string name = ""David"";
    int davidScore = scores[name]; // Default construction.  Will not actually find a score.
    
    std::cout << ""David's score: "" << davidScore << std::endl;
    
    return 0;
}",int davidScore = scores[name];
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = 3.14 * radius * radius; // Incorrect PI value
    std::cout << ""Area of the circle: "" << area << std::endl;
    return 0;
}",double area = 3.14 * radius * radius;
"#include <vector>
#include <cmath>

int main() {
    std::vector<double> data = {1.0, 2.0, 3.0, 4.0, 5.0};
    double sum = 0.0;
    for (size_t i = 0; i < data.size(); ++i) {
        sum += std::sqrt(data[i]);
    }

    double average = sum / data.size();
    
    if (average > 4.0) {
        std::cout << ""Average is greater than 4.0: "" << average << std::endl;
    } else {
        std::cout << ""Average is not greater than 4.0: "" << average << std::endl;
    }
    
    return 0;
}",if (average > 4.0)
